cgpa,python,java,cpp,sql,machine_learning,deep_learning,data_visualization,web_development,cloud,projects_count,internship,certifications_count,career_role
7.06,1,0,0,1,0,0,1,0,1,6,0,1,Data Scientist
5.42,0,0,0,0,0,0,0,1,0,1,1,4,Frontend Developer
9.27,1,1,1,1,0,0,1,0,1,5,1,3,Cloud Engineer
7.86,1,0,0,0,1,1,1,1,0,3,1,3,Machine Learning Engineer
7.72,1,1,1,1,0,0,0,1,1,4,1,4,Backend Developer
8.56,1,0,0,1,0,0,0,1,1,4,0,5,Web Developer
7.44,1,1,1,1,0,0,0,1,1,8,1,3,Software Developer
6.69,1,0,0,1,1,0,1,0,0,0,0,3,Business Analyst
7.65,0,0,0,0,0,0,0,1,0,2,1,1,Web Developer
9.99,1,0,1,1,1,1,0,0,0,8,0,4,Machine Learning Engineer
7.97,1,0,1,1,1,1,0,0,0,5,1,1,AI Engineer
7.95,1,0,0,1,0,0,0,1,0,6,1,4,Web Developer
8.96,1,1,1,1,0,0,0,1,0,8,0,1,Backend Developer
7.84,1,1,0,1,1,0,1,1,1,3,1,4,Backend Developer
8.63,1,0,0,1,0,0,1,0,1,3,1,6,Business Analyst
7.03,1,1,1,1,1,0,1,0,1,4,1,3,Data Analyst
7.15,1,0,1,0,1,1,1,0,1,7,1,4,AI Engineer
7.34,0,1,1,1,0,0,0,0,1,2,1,6,Cloud Engineer
8.13,0,0,0,0,0,0,0,1,0,2,0,0,Web Developer
7.75,0,0,0,0,0,0,1,1,0,1,0,0,Frontend Developer
7.68,1,1,1,1,0,0,0,1,0,3,1,2,Backend Developer
7.49,1,0,1,1,1,1,1,0,1,8,1,1,Data Scientist
7.84,0,0,0,1,0,1,1,0,1,0,1,6,Business Analyst
6.84,1,0,0,0,0,0,0,1,0,3,0,1,Web Developer
8.66,1,1,0,1,0,0,1,0,0,1,0,1,Data Analyst
8.49,1,0,0,1,1,1,1,0,0,3,1,4,AI Engineer
6.47,1,0,0,0,0,0,0,1,1,2,1,2,Frontend Developer
7.14,1,1,1,1,1,0,0,1,1,8,1,4,Backend Developer
9.13,1,1,1,1,1,1,0,1,0,4,0,1,Backend Developer
7.17,1,0,0,1,0,0,1,0,0,7,1,0,Data Analyst
7.14,1,0,0,1,1,0,1,0,0,4,0,0,Business Analyst
8.56,0,0,1,1,1,1,1,0,0,5,1,0,AI Engineer
10.0,1,1,0,1,1,1,1,1,0,5,1,5,AI Engineer
7.41,1,0,1,1,1,1,1,1,1,3,1,2,Machine Learning Engineer
8.61,0,1,0,1,1,0,0,0,1,6,1,2,Cloud Engineer
6.79,0,1,0,1,0,0,1,1,1,2,0,1,Frontend Developer
7.52,1,1,1,0,0,0,0,0,0,2,1,1,Software Developer
8.34,1,0,0,1,1,1,1,1,0,3,1,2,Data Scientist
7.56,1,0,1,1,1,0,1,0,0,2,1,3,Data Analyst
7.26,1,0,0,0,1,0,0,1,1,4,1,1,Backend Developer
8.46,1,0,0,1,1,0,1,0,0,7,1,6,Data Scientist
8.53,0,0,0,1,0,0,0,1,0,3,0,2,Web Developer
7.73,1,1,0,1,1,0,1,0,1,4,1,1,Backend Developer
9.17,1,0,1,0,1,1,1,0,0,3,1,6,AI Engineer
7.53,1,0,1,1,0,0,0,1,0,3,0,2,Software Developer
8.51,0,1,1,1,0,0,0,0,1,4,1,4,Software Developer
8.17,1,1,1,1,0,0,0,1,1,2,0,1,Backend Developer
8.69,1,0,1,1,0,0,1,1,1,3,0,0,Web Developer
7.55,0,0,0,0,0,0,0,1,1,4,1,3,Frontend Developer
7.99,1,0,0,1,1,1,1,0,0,5,1,3,Data Scientist
8.76,1,1,1,1,0,1,0,1,0,4,1,4,Software Developer
7.41,1,1,1,1,0,0,0,0,1,7,0,2,Backend Developer
7.42,1,0,0,1,0,0,1,0,0,6,1,3,Business Analyst
7.03,0,0,0,1,0,0,0,1,0,1,1,1,Web Developer
7.34,0,0,1,0,0,0,1,1,1,1,0,1,Frontend Developer
6.58,1,0,1,1,1,0,1,0,0,4,1,3,Data Analyst
8.27,1,1,1,1,0,0,0,0,0,6,0,1,Software Developer
8.65,1,1,0,1,0,0,1,0,0,2,1,5,Business Analyst
7.92,1,1,0,1,1,1,0,0,0,7,1,6,Machine Learning Engineer
8.12,0,1,0,1,0,0,0,1,0,3,0,3,Web Developer
5.82,1,1,0,0,0,0,0,1,0,4,0,0,Frontend Developer
8.24,1,1,0,1,1,0,1,1,0,6,1,2,Machine Learning Engineer
7.29,0,0,0,0,0,0,0,0,1,6,1,3,Frontend Developer
8.68,1,0,0,1,0,1,1,1,0,1,0,0,Data Scientist
7.94,0,1,0,0,1,0,1,0,1,1,1,2,Data Analyst
6.91,0,0,0,1,1,0,1,0,0,3,1,5,Data Analyst
6.8,1,0,1,1,1,1,1,0,1,6,0,3,Cloud Engineer
7.77,0,1,1,0,0,1,0,1,0,3,1,1,Software Developer
7.45,1,0,0,0,0,0,0,1,1,2,0,5,Software Developer
7.63,0,0,0,1,1,0,1,0,0,4,1,2,Data Analyst
6.13,0,1,0,0,0,0,0,1,0,6,1,0,Frontend Developer
7.95,0,0,0,1,0,0,1,1,0,2,1,0,Business Analyst
7.53,1,0,0,1,1,1,1,0,1,4,1,1,Data Scientist
6.46,1,0,0,1,0,0,1,0,0,2,1,2,Data Analyst
8.61,1,1,1,1,0,0,0,0,0,4,1,4,Software Developer
7.91,1,1,1,1,1,0,0,1,0,8,1,1,Backend Developer
8.6,1,1,0,1,1,0,1,0,0,2,1,1,Data Analyst
7.77,0,0,0,1,1,0,1,1,0,1,1,2,Business Analyst
8.53,1,1,1,1,1,1,0,0,0,4,1,1,AI Engineer
7.28,1,1,0,0,0,0,0,1,1,5,0,6,Cloud Engineer
7.19,1,0,0,0,0,1,0,1,0,6,0,0,Software Developer
9.21,1,0,0,1,1,1,1,1,0,8,1,4,AI Engineer
7.04,0,0,0,1,0,0,0,1,0,5,0,2,Frontend Developer
8.47,1,0,0,0,0,0,0,1,1,1,0,2,Cloud Engineer
7.23,0,0,1,1,0,0,1,1,0,4,0,2,Business Analyst
7.83,1,1,0,0,0,0,0,1,1,5,0,2,Web Developer
8.49,1,0,1,0,0,0,0,1,0,2,1,1,Frontend Developer
7.28,0,0,0,1,0,0,0,1,0,1,1,1,Frontend Developer
6.75,1,0,0,1,0,0,1,0,0,2,1,1,Data Analyst
8.81,0,1,1,0,0,0,0,1,1,6,0,2,Software Developer
7.8,1,0,0,1,1,0,1,0,0,4,0,3,Data Analyst
7.5,0,0,0,0,0,0,0,0,1,2,1,0,Frontend Developer
7.61,1,1,0,1,0,0,1,0,1,7,0,4,Backend Developer
6.52,1,0,0,1,0,0,1,1,0,4,0,2,Data Analyst
8.71,1,0,1,1,1,1,1,1,0,7,0,1,Data Scientist
8.13,0,0,0,1,0,0,0,0,1,0,1,2,Business Analyst
8.86,1,0,1,1,1,1,0,0,1,4,1,3,AI Engineer
7.85,1,1,1,1,0,0,0,0,1,3,1,3,Cloud Engineer
8.39,1,1,0,0,0,0,1,1,1,2,1,2,Frontend Developer
7.11,1,0,1,1,1,1,1,0,1,4,1,3,Data Scientist
9.09,1,0,0,1,1,1,1,0,1,3,1,4,AI Engineer
7.33,1,0,1,0,1,0,1,0,1,2,0,0,Machine Learning Engineer
7.59,0,0,0,1,1,0,1,1,1,4,1,2,Data Scientist
7.92,1,1,0,1,0,1,1,1,1,2,1,4,AI Engineer
7.89,1,1,0,1,0,0,0,1,1,4,1,3,Backend Developer
8.28,1,0,0,1,0,1,1,0,1,0,1,3,Data Analyst
7.82,1,0,0,0,1,1,1,0,0,4,1,5,AI Engineer
7.66,1,1,0,1,1,1,1,1,1,4,0,5,Machine Learning Engineer
6.94,1,0,0,1,1,0,1,0,0,8,1,4,Data Scientist
8.18,1,1,1,1,1,1,1,0,1,6,1,5,Data Scientist
8.88,1,0,0,1,1,1,1,1,0,5,1,0,Machine Learning Engineer
8.09,1,0,0,0,1,1,1,0,1,4,1,1,Machine Learning Engineer
7.71,0,0,0,0,0,0,1,1,1,2,1,2,Frontend Developer
7.71,1,1,1,1,0,0,0,1,0,2,0,1,Software Developer
8.48,1,1,0,1,1,0,1,1,1,3,1,3,Backend Developer
7.78,1,1,0,1,0,0,0,1,1,4,1,2,Software Developer
8.02,1,1,0,1,0,0,1,0,1,3,1,1,Cloud Engineer
7.38,0,1,0,1,0,0,0,1,0,2,1,2,Web Developer
8.33,1,1,0,0,1,0,1,1,0,5,1,0,Web Developer
7.88,0,0,1,1,0,0,0,1,0,5,0,1,Backend Developer
7.59,0,0,0,0,0,0,1,1,0,6,0,3,Frontend Developer
7.45,0,0,0,1,0,1,1,1,1,3,0,3,Business Analyst
6.82,1,0,0,0,0,0,1,1,0,2,0,1,Frontend Developer
8.87,1,0,1,1,0,1,0,1,1,3,1,2,Backend Developer
6.6,1,0,0,0,0,0,0,1,0,3,0,2,Frontend Developer
9.4,1,1,1,1,1,1,1,0,1,3,1,6,Machine Learning Engineer
8.15,1,1,0,1,1,1,1,0,1,8,0,4,Machine Learning Engineer
8.11,1,1,1,1,0,0,0,1,1,4,1,3,Backend Developer
6.82,1,1,0,1,0,0,0,0,0,3,1,1,Web Developer
8.41,1,1,1,0,1,1,1,0,0,6,1,4,AI Engineer
8.24,1,1,0,0,0,0,0,1,1,2,0,6,Cloud Engineer
7.45,0,0,1,0,0,0,1,1,1,4,0,2,Frontend Developer
6.86,1,1,0,1,0,0,1,1,0,6,1,0,Web Developer
8.12,1,0,0,0,1,0,1,0,1,4,1,4,Data Scientist
7.15,1,1,1,0,0,0,1,0,1,3,0,2,Cloud Engineer
9.34,1,1,1,1,1,1,1,0,1,5,1,2,AI Engineer
7.45,1,1,0,1,0,1,0,1,1,5,0,3,Cloud Engineer
8.47,1,0,1,1,1,1,0,0,0,7,1,0,Data Scientist
6.87,0,1,1,1,0,0,0,1,0,6,0,2,Frontend Developer
7.32,1,0,0,1,1,0,1,1,0,3,1,4,Web Developer
8.96,1,1,1,1,0,0,0,0,0,4,1,5,Backend Developer
6.49,0,0,0,1,0,0,1,1,1,5,1,4,Frontend Developer
8.33,0,1,1,1,0,0,1,0,1,1,1,2,Software Developer
8.71,1,0,0,1,1,1,1,1,0,3,1,2,Data Scientist
6.55,1,1,0,0,0,0,1,0,1,2,1,2,Cloud Engineer
7.93,1,0,1,0,1,1,0,0,1,8,0,4,AI Engineer
7.95,1,1,1,1,1,1,0,0,1,4,0,5,Cloud Engineer
6.85,1,1,0,1,0,0,0,1,0,1,1,5,Business Analyst
6.71,1,1,1,1,0,0,0,0,0,3,1,4,Software Developer
6.52,1,1,1,0,0,0,0,1,0,6,0,2,Software Developer
7.62,1,0,0,1,0,0,1,0,0,3,1,3,Data Analyst
9.17,1,0,1,0,1,1,1,0,1,4,0,4,AI Engineer
9.27,1,0,0,1,1,1,1,0,1,2,1,3,Data Scientist
7.31,1,0,1,0,0,0,0,0,0,6,1,3,Software Developer
8.3,1,0,0,1,0,1,1,0,1,1,1,1,Business Analyst
7.64,1,0,1,1,1,1,0,1,0,4,1,6,Machine Learning Engineer
7.99,1,0,0,0,1,1,1,0,1,6,1,3,Machine Learning Engineer
6.95,0,1,0,0,0,0,1,1,1,5,1,2,Frontend Developer
6.76,1,1,1,1,0,0,0,1,1,6,1,0,Web Developer
6.38,1,0,0,1,0,1,1,0,0,5,1,1,Data Analyst
7.84,1,1,0,1,1,0,1,0,1,3,0,2,Data Scientist
7.21,0,0,0,1,0,0,1,1,0,3,0,2,Data Analyst
8.98,1,0,1,1,1,1,1,0,1,8,1,3,AI Engineer
7.41,1,0,0,0,0,0,1,1,0,8,1,1,Frontend Developer
8.44,1,0,0,1,1,0,1,0,0,1,1,4,Data Scientist
7.52,0,0,0,0,0,0,0,1,1,4,1,0,Frontend Developer
7.23,1,1,1,1,0,0,0,1,0,3,1,1,Software Developer
7.74,1,1,0,0,1,1,1,0,0,2,0,0,Machine Learning Engineer
7.32,1,0,1,1,1,0,1,0,0,3,0,1,Data Analyst
7.84,0,1,1,1,1,0,1,1,1,5,1,3,Software Developer
6.45,0,1,0,0,0,0,1,1,0,1,1,1,Frontend Developer
9.14,1,1,1,1,1,1,1,1,0,3,1,2,Machine Learning Engineer
7.29,0,0,0,0,1,0,1,1,0,7,0,0,Data Scientist
6.73,0,0,0,0,0,0,0,1,0,1,0,1,Frontend Developer
8.51,1,1,1,0,0,0,0,1,1,5,0,2,Software Developer
9.58,1,0,1,1,1,1,0,1,1,8,1,3,AI Engineer
9.15,1,1,0,0,1,1,1,0,1,3,0,3,AI Engineer
7.78,1,1,1,1,0,0,0,1,0,3,1,1,Software Developer
9.8,1,0,1,1,1,0,1,0,1,5,0,3,Data Scientist
6.04,1,0,1,1,1,0,1,0,0,6,1,1,Business Analyst
8.7,1,1,0,1,0,0,1,0,0,4,0,2,Business Analyst
7.02,0,1,1,0,0,0,0,0,0,7,1,1,Software Developer
8.44,0,0,1,0,0,0,0,1,0,2,1,0,Frontend Developer
6.71,0,0,0,1,0,0,1,0,0,4,1,6,Business Analyst
7.0,0,1,0,0,0,0,1,1,0,3,0,1,Frontend Developer
8.11,0,0,0,1,0,0,1,1,0,2,0,5,Business Analyst
8.09,1,0,0,0,0,0,0,0,1,1,1,3,Cloud Engineer
7.65,1,0,1,0,1,0,0,1,0,2,1,2,Software Developer
7.1,1,1,0,1,1,0,0,1,1,4,1,5,Backend Developer
7.44,0,0,1,1,0,0,0,0,1,4,1,4,Cloud Engineer
6.89,1,0,0,0,0,0,0,1,1,8,0,0,Web Developer
7.95,0,1,0,1,0,1,1,0,1,3,1,6,Cloud Engineer
9.08,1,1,1,0,0,0,1,0,1,1,1,2,Cloud Engineer
8.26,0,0,0,0,0,0,0,1,1,1,1,4,Frontend Developer
8.46,0,0,0,1,1,0,1,0,1,3,1,1,Business Analyst
8.07,1,0,0,0,1,1,1,0,1,6,1,3,AI Engineer
8.0,0,0,0,1,1,0,1,0,0,3,0,5,Business Analyst
7.54,1,1,0,0,1,1,0,1,1,4,1,2,Machine Learning Engineer
8.03,1,0,1,0,1,0,1,0,0,3,1,3,Business Analyst
9.37,1,1,0,0,1,0,0,1,1,5,1,2,Cloud Engineer
7.76,0,0,0,1,0,0,0,1,1,5,0,2,Web Developer
7.86,1,0,0,1,1,1,1,1,0,4,0,2,Machine Learning Engineer
8.98,1,1,0,1,0,0,0,1,0,7,0,1,Backend Developer
7.89,0,1,0,1,0,0,1,0,0,3,0,1,Business Analyst
7.25,1,0,0,1,1,1,1,1,0,7,1,2,Data Scientist
7.83,0,1,0,1,0,0,1,1,0,6,1,1,Backend Developer
7.09,1,0,1,1,1,1,1,0,1,2,1,2,AI Engineer
7.6,1,0,1,1,0,0,1,1,0,3,0,1,Business Analyst
8.2,1,1,1,1,1,1,1,0,0,2,1,3,Machine Learning Engineer
7.68,0,0,1,1,0,0,1,0,1,1,1,3,Cloud Engineer
8.08,1,1,0,1,0,1,0,0,0,4,0,2,Backend Developer
6.16,0,1,1,0,0,0,0,1,0,3,1,1,Web Developer
8.93,1,0,1,1,1,1,1,0,1,6,0,2,AI Engineer
6.66,0,0,0,1,0,0,1,0,1,3,0,3,Data Analyst
7.95,1,0,1,1,1,1,0,0,1,7,1,3,AI Engineer
6.66,1,1,1,1,1,1,1,0,1,5,0,2,Machine Learning Engineer
6.99,1,0,0,1,0,0,1,0,0,5,1,2,Data Analyst
6.93,0,1,0,0,0,0,0,1,0,4,1,3,Frontend Developer
8.7,1,0,0,0,1,1,0,0,1,5,0,6,AI Engineer
8.92,0,0,0,1,1,1,0,0,1,8,1,2,AI Engineer
7.76,0,0,0,0,0,0,1,1,0,4,1,1,Frontend Developer
8.06,1,0,0,1,0,0,1,1,0,5,0,2,Web Developer
8.29,1,0,0,1,0,0,1,0,0,3,0,1,Business Analyst
8.97,1,1,0,0,1,1,1,0,0,6,1,5,AI Engineer
8.62,1,0,1,1,1,1,1,1,1,4,1,5,AI Engineer
6.8,1,0,0,0,0,0,0,1,1,3,0,1,Web Developer
8.13,1,1,1,1,0,0,0,1,0,2,1,3,Backend Developer
7.58,1,1,1,1,1,0,0,0,1,6,0,3,Software Developer
6.14,1,0,0,0,0,0,1,1,1,2,1,3,Frontend Developer
6.86,1,1,1,0,1,0,0,0,0,5,0,2,Software Developer
7.17,1,0,0,0,0,0,1,1,0,2,0,0,Web Developer
8.33,1,1,1,1,0,0,1,1,1,5,1,2,Backend Developer
7.31,0,0,0,1,1,0,1,0,0,2,0,5,Business Analyst
7.06,0,1,0,0,1,0,0,1,0,5,0,2,Frontend Developer
8.18,1,1,1,1,1,0,1,1,1,6,1,2,Data Scientist
9.21,1,0,1,1,1,1,1,1,0,2,1,2,AI Engineer
6.83,1,0,0,1,0,0,0,0,0,1,0,0,Business Analyst
7.83,0,1,0,1,0,0,0,1,1,2,0,0,Web Developer
7.62,1,0,1,0,0,0,0,0,0,2,1,2,Software Developer
7.77,1,1,0,1,1,1,0,1,1,4,0,0,Machine Learning Engineer
7.94,1,1,1,1,0,0,0,0,0,3,1,1,Software Developer
6.28,1,0,0,1,0,0,1,0,0,2,1,2,Data Analyst
8.14,1,1,1,0,1,1,0,1,1,3,1,3,AI Engineer
7.75,0,1,0,1,0,0,0,0,0,2,1,4,Web Developer
9.16,1,0,1,1,1,1,1,1,1,8,1,1,AI Engineer
7.98,0,0,1,1,1,0,0,0,1,1,0,0,Software Developer
7.34,1,0,0,1,1,0,1,0,0,3,0,1,Business Analyst
8.33,1,1,0,1,1,1,0,0,1,2,1,4,Data Scientist
8.09,1,0,1,0,1,0,1,0,0,2,1,4,Data Scientist
7.54,1,0,0,0,1,0,1,0,1,3,1,2,Business Analyst
8.13,1,1,0,1,0,0,1,1,1,6,0,3,Backend Developer
8.45,0,0,0,0,1,0,1,0,0,0,1,2,Business Analyst
8.3,1,1,1,0,0,0,0,0,1,4,1,3,Backend Developer
8.18,0,1,0,1,0,0,0,1,0,6,0,2,Web Developer
8.81,0,0,0,1,1,1,1,0,1,6,0,1,Data Scientist
7.41,0,0,0,1,0,1,1,0,0,1,1,3,Data Analyst
7.52,0,1,1,0,0,0,0,1,0,5,1,0,Software Developer
9.62,1,1,0,1,0,0,1,1,1,1,1,6,Backend Developer
8.38,1,0,0,1,1,1,0,0,0,4,1,3,AI Engineer
6.4,0,0,0,0,0,0,0,1,1,5,1,2,Web Developer
7.31,1,0,0,1,1,1,1,0,0,5,0,1,Data Scientist
8.34,1,1,1,1,0,0,0,1,0,8,0,1,Backend Developer
8.9,1,1,0,1,0,0,0,0,1,2,1,4,Cloud Engineer
9.33,1,1,0,1,0,0,1,0,1,2,1,6,Cloud Engineer
7.12,1,0,0,1,0,0,0,1,0,3,0,1,Web Developer
7.44,1,1,1,1,1,1,1,0,0,3,1,5,AI Engineer
7.42,1,0,0,1,1,0,1,0,0,4,1,1,Data Analyst
7.29,1,1,1,1,1,0,0,1,0,5,0,1,Backend Developer
6.73,1,0,0,1,0,0,0,1,0,8,1,1,Web Developer
6.87,1,0,0,1,1,1,0,0,1,4,0,1,Data Scientist
8.54,1,0,1,1,1,0,1,0,0,7,1,4,AI Engineer
8.72,1,0,1,1,1,0,0,0,1,3,0,3,Machine Learning Engineer
7.99,0,0,0,1,1,0,1,0,0,2,0,1,Business Analyst
7.4,0,0,0,1,0,0,1,1,0,0,1,0,Web Developer
7.83,1,1,1,1,0,0,0,1,0,4,1,2,Web Developer
7.97,1,1,1,1,0,1,0,1,1,5,1,4,Cloud Engineer
6.96,1,0,0,1,1,1,1,0,1,1,1,2,Data Scientist
7.77,1,0,1,0,1,0,1,0,1,2,1,2,Business Analyst
8.52,1,0,1,1,1,1,1,0,0,4,0,1,Data Scientist
7.27,1,1,1,1,1,0,0,0,0,7,0,1,Backend Developer
7.83,1,0,0,0,0,0,1,1,0,0,0,3,Frontend Developer
7.61,1,1,1,1,1,0,0,1,1,5,0,5,Software Developer
7.58,1,1,0,1,0,0,1,1,1,4,0,3,Backend Developer
9.25,1,1,1,1,0,0,0,1,0,4,0,3,Backend Developer
9.31,1,0,1,1,1,1,0,0,0,2,0,2,AI Engineer
6.5,1,0,0,1,0,0,1,0,0,2,0,1,Data Analyst
8.64,0,0,0,1,1,0,1,0,1,1,1,0,Data Analyst
8.51,1,0,0,1,1,1,1,0,0,5,0,1,Data Scientist
8.62,0,0,1,1,0,0,0,1,0,1,0,2,Web Developer
8.02,1,1,1,0,1,1,0,0,0,8,0,3,Machine Learning Engineer
8.46,1,0,0,1,1,1,1,0,1,4,0,3,AI Engineer
8.13,1,0,0,1,0,0,1,1,1,2,0,3,Cloud Engineer
5.71,0,1,0,0,0,0,1,1,1,3,0,1,Frontend Developer
8.76,1,0,0,0,0,0,1,0,1,4,1,4,Cloud Engineer
9.03,1,1,1,1,0,0,0,0,1,4,1,3,Software Developer
7.25,1,1,0,1,0,0,0,1,1,2,0,4,Backend Developer
8.77,0,0,0,1,0,0,1,0,0,3,1,2,Data Analyst
7.3,1,0,1,1,0,0,1,0,0,4,1,3,Data Scientist
8.3,1,0,0,1,1,1,1,0,1,5,1,1,Machine Learning Engineer
8.03,1,0,1,1,1,1,1,0,1,3,1,3,AI Engineer
8.44,1,1,0,1,0,1,0,1,0,5,1,3,Backend Developer
8.7,1,0,0,1,1,0,0,0,1,2,1,6,Machine Learning Engineer
8.36,1,1,1,1,0,0,1,1,1,3,0,0,Backend Developer
8.6,0,1,0,1,0,0,0,1,1,3,1,5,Cloud Engineer
6.91,0,1,0,1,0,0,0,1,0,4,0,2,Web Developer
6.97,1,0,0,1,1,0,1,0,0,5,1,0,Data Analyst
7.69,0,1,0,1,0,0,0,1,0,8,1,5,Software Developer
7.73,1,0,1,1,1,1,1,1,0,4,1,6,Machine Learning Engineer
6.55,0,0,0,1,0,0,1,0,0,5,1,4,Data Analyst
8.5,1,1,0,1,1,0,0,1,1,8,1,4,Cloud Engineer
7.82,1,0,1,1,1,0,0,1,1,5,1,6,Cloud Engineer
9.01,0,1,0,1,0,0,1,0,1,8,1,5,Cloud Engineer
9.09,1,1,0,1,1,1,1,0,0,4,1,4,AI Engineer
9.68,1,0,0,1,0,1,0,0,1,3,1,5,Cloud Engineer
7.58,1,1,1,1,1,1,0,1,0,7,0,4,Software Developer
8.34,1,1,0,1,0,0,0,1,1,0,0,3,Software Developer
7.23,1,0,0,0,1,0,1,0,0,5,1,3,Business Analyst
7.51,1,0,0,1,1,0,1,1,1,3,0,3,Data Analyst
8.19,1,0,1,0,0,0,0,1,1,4,0,5,Cloud Engineer
9.08,1,0,0,1,1,1,1,0,1,3,1,3,Data Scientist
8.95,1,1,0,1,1,0,1,0,1,1,0,1,Business Analyst
6.93,1,0,0,0,0,0,1,1,1,7,1,5,Frontend Developer
8.82,1,1,0,1,1,1,1,0,1,2,1,5,Machine Learning Engineer
8.89,1,1,1,0,1,1,1,1,1,8,0,2,AI Engineer
8.44,0,1,0,1,0,0,1,0,0,5,1,5,Data Analyst
7.09,0,0,0,0,0,0,0,0,0,4,0,2,Web Developer
8.05,1,0,0,0,1,1,1,1,1,3,1,4,Machine Learning Engineer
7.97,1,0,1,0,1,1,1,0,0,4,1,3,Machine Learning Engineer
7.81,1,0,1,1,1,1,1,0,1,1,1,2,Data Scientist
7.72,1,0,0,1,0,0,1,0,0,2,0,4,Business Analyst
8.77,1,0,0,1,0,0,1,0,1,2,0,5,Cloud Engineer
8.95,1,1,0,1,1,1,1,0,1,7,0,1,Data Scientist
7.43,1,1,0,1,0,1,1,1,0,4,0,4,Backend Developer
6.98,0,0,0,1,1,0,0,1,0,6,0,2,Backend Developer
7.25,0,1,0,1,0,0,0,1,0,2,1,1,Frontend Developer
6.42,1,1,0,0,0,0,0,0,0,5,0,1,Web Developer
6.67,0,0,0,1,1,0,1,1,0,1,0,3,Business Analyst
8.54,1,0,1,0,0,0,1,1,0,1,0,3,Business Analyst
8.47,1,0,0,1,0,0,1,1,1,2,0,1,Business Analyst
7.53,0,0,0,1,1,0,1,1,0,0,1,1,Data Analyst
8.17,0,1,1,1,0,0,0,1,0,0,0,3,Web Developer
7.23,0,0,0,0,0,0,0,1,0,4,0,1,Frontend Developer
9.56,1,0,0,1,1,1,1,0,1,4,1,4,Machine Learning Engineer
8.45,0,0,0,0,0,0,0,1,0,3,1,3,Frontend Developer
6.75,0,0,0,1,1,0,0,0,0,5,1,0,Business Analyst
6.4,1,1,1,1,0,0,1,1,0,6,0,2,Web Developer
8.47,1,1,1,0,1,1,1,0,1,7,0,0,AI Engineer
7.61,1,1,1,1,1,0,0,1,1,3,1,2,Backend Developer
7.23,0,1,0,0,0,0,0,1,1,5,0,3,Web Developer
6.51,1,1,0,1,0,0,1,0,1,3,0,6,Business Analyst
6.67,0,0,0,0,0,0,0,1,1,5,1,1,Business Analyst
7.45,1,1,1,1,1,0,0,1,1,3,1,1,Backend Developer
7.32,1,0,1,0,0,1,0,0,1,3,1,2,Cloud Engineer
8.22,1,0,0,1,1,1,1,1,0,6,1,2,Machine Learning Engineer
8.5,1,0,1,1,1,1,0,0,1,5,1,4,Machine Learning Engineer
6.56,1,1,1,1,0,0,1,1,1,2,1,4,Frontend Developer
6.81,1,1,1,1,0,0,1,0,1,6,1,5,Cloud Engineer
6.58,1,1,1,1,0,0,1,0,0,3,1,3,Software Developer
6.66,0,1,0,1,0,0,0,1,1,3,0,3,Web Developer
10.0,1,0,1,1,1,1,1,0,1,8,1,4,AI Engineer
7.99,1,1,0,0,1,1,1,0,1,4,1,5,AI Engineer
8.93,1,0,1,1,0,1,0,1,1,0,0,4,Backend Developer
8.73,1,0,1,0,1,1,1,0,1,1,0,6,Machine Learning Engineer
6.82,1,1,0,1,0,0,0,1,0,2,0,1,Web Developer
8.86,1,0,1,1,1,1,0,1,0,1,1,3,Machine Learning Engineer
8.19,1,0,0,1,1,0,0,0,0,2,1,3,Business Analyst
8.03,1,0,0,1,1,1,1,0,0,2,0,2,Data Scientist
8.65,1,0,1,1,1,1,0,0,1,7,0,3,AI Engineer
6.49,1,0,0,1,1,1,0,0,0,0,0,5,Data Scientist
8.01,1,0,1,1,1,1,1,0,0,3,0,5,Machine Learning Engineer
8.4,1,0,0,1,1,0,0,1,1,1,1,3,Cloud Engineer
7.56,1,0,0,1,1,0,1,0,0,5,1,2,Data Analyst
9.56,1,0,1,0,1,1,0,0,1,4,0,3,AI Engineer
8.35,1,0,0,1,0,1,1,1,0,3,1,6,Machine Learning Engineer
9.14,1,0,0,1,1,1,0,0,0,5,1,6,AI Engineer
8.5,1,1,0,1,0,0,1,1,1,3,1,6,Cloud Engineer
8.12,1,0,0,1,1,1,1,0,1,3,0,1,Data Scientist
9.06,1,0,0,1,1,1,1,0,0,3,0,5,Machine Learning Engineer
7.88,1,0,0,1,0,0,1,0,1,2,1,2,Data Analyst
7.93,0,0,0,1,0,0,1,0,1,3,1,4,Business Analyst
7.18,1,1,1,0,0,1,0,0,0,5,0,0,Frontend Developer
7.22,0,0,0,1,0,0,1,0,1,3,1,0,Data Analyst
9.16,1,1,1,1,1,1,1,0,1,7,1,1,Data Scientist
8.05,1,0,0,1,1,1,0,0,1,7,1,2,Data Scientist
7.54,0,0,0,1,1,0,1,0,0,1,0,3,Data Analyst
8.52,1,0,0,1,1,1,1,0,1,4,1,2,Data Scientist
6.55,1,0,0,1,1,0,1,0,1,6,1,1,Data Analyst
8.57,0,1,0,1,0,0,0,0,1,3,1,4,Cloud Engineer
7.03,1,0,0,1,0,1,1,0,0,3,1,2,Business Analyst
7.73,1,1,0,1,0,0,0,1,0,5,0,4,Web Developer
9.46,1,0,0,1,1,1,1,0,1,6,1,1,Machine Learning Engineer
6.82,1,0,1,1,0,0,0,1,0,8,1,1,Web Developer
