previous_marks,attendance,study_hours,assignment_completion,internal_marks,failed_subjects,cgpa,risk_level
68.84,62.85,3.82,72.08,24.45,1,5.81,Medium Risk
45.02,53.86,0.5,43.62,14.25,4,4.66,High Risk
48.49,77.27,5.33,72.14,16.01,0,6.63,Medium Risk
88.76,91.95,8.78,98.83,26.84,0,9.33,Low Risk
72.47,63.72,4.95,90.75,15.95,0,6.73,Medium Risk
59.93,64.83,1.34,69.2,25.63,1,6.89,Medium Risk
69.24,73.41,4.02,69.69,21.72,0,7.11,Medium Risk
75.02,48.93,2.77,44.3,11.45,0,5.34,High Risk
58.18,64.55,5.04,75.93,17.66,2,7.86,High Risk
88.05,81.25,6.41,100.0,29.57,0,8.33,Low Risk
60.87,76.87,2.67,72.52,10.98,0,6.23,Medium Risk
47.78,62.21,4.15,64.94,14.71,0,6.36,Medium Risk
86.69,59.99,4.1,62.1,14.78,0,7.21,Medium Risk
75.49,95.11,8.99,85.44,30.0,0,8.67,Low Risk
85.2,87.9,7.65,95.92,28.53,0,8.34,Low Risk
82.58,81.45,6.13,88.24,27.03,0,8.15,Low Risk
78.82,88.4,7.41,86.34,27.81,0,9.34,Low Risk
82.62,91.65,5.46,83.17,23.51,0,8.08,Low Risk
38.23,56.51,2.02,32.06,16.98,0,4.6,High Risk
58.1,63.09,1.91,40.72,11.01,0,5.34,High Risk
78.22,66.15,7.32,69.7,17.49,1,7.0,Medium Risk
73.34,71.57,4.55,71.09,19.94,1,7.01,Medium Risk
46.26,59.53,3.28,68.22,22.9,1,6.68,Medium Risk
42.91,56.66,0.5,48.32,6.48,3,4.46,High Risk
54.67,74.08,5.58,76.64,16.88,2,6.27,High Risk
65.81,73.61,4.66,70.83,22.73,0,7.29,Medium Risk
61.39,65.63,2.67,62.6,15.14,1,7.31,High Risk
76.4,95.38,11.45,96.44,26.55,0,7.91,Low Risk
72.44,72.31,3.21,64.82,18.96,1,6.97,Medium Risk
90.28,92.0,8.43,89.01,29.28,0,8.6,Low Risk
71.9,59.97,3.59,82.79,18.63,1,6.85,Medium Risk
74.12,72.07,2.43,73.77,18.96,1,6.66,Medium Risk
82.92,87.34,8.66,92.3,26.91,0,8.04,Low Risk
51.04,66.53,2.82,60.06,20.98,1,7.08,Medium Risk
73.85,59.83,0.79,68.16,28.35,0,6.13,Medium Risk
67.34,70.25,4.62,72.63,19.34,0,6.86,Medium Risk
42.4,46.19,0.5,33.47,9.99,3,5.0,High Risk
79.15,70.45,1.26,71.34,18.0,0,8.02,Medium Risk
90.9,88.04,5.48,98.76,27.17,0,7.16,Low Risk
48.32,53.34,3.8,36.82,14.84,3,5.86,High Risk
77.48,92.79,7.76,80.75,25.2,1,7.04,Medium Risk
90.3,88.15,7.69,92.39,27.48,0,8.17,Low Risk
77.5,92.22,7.09,83.93,26.91,1,7.96,Medium Risk
79.25,84.45,7.34,92.75,24.44,0,8.28,Low Risk
78.33,87.58,5.23,75.77,21.25,0,9.64,Low Risk
85.9,87.41,7.91,85.48,24.4,0,8.73,Low Risk
41.93,59.25,2.93,55.14,12.7,4,5.51,High Risk
86.54,85.23,7.0,91.16,24.41,0,7.78,Low Risk
89.63,84.13,7.74,90.14,27.68,0,7.69,Low Risk
85.92,82.2,6.33,100.0,22.29,0,9.59,Low Risk
61.88,85.28,5.23,80.68,13.33,1,6.87,Medium Risk
60.32,55.04,3.45,49.69,11.52,5,4.87,High Risk
71.7,73.16,4.75,65.88,22.21,1,7.04,Medium Risk
73.22,63.8,3.23,73.26,17.47,0,7.41,Medium Risk
83.53,88.35,6.74,92.72,26.2,0,8.28,Low Risk
75.84,89.16,7.1,100.0,28.63,0,9.12,Low Risk
66.51,76.66,6.61,60.68,21.64,1,6.68,Medium Risk
77.84,93.57,7.99,92.02,30.0,0,8.86,Low Risk
61.55,78.06,3.51,52.65,17.84,2,7.06,High Risk
40.61,52.53,2.11,47.89,17.21,3,4.67,High Risk
83.14,90.59,8.17,77.86,22.62,0,9.2,Low Risk
88.04,87.2,8.8,81.2,25.0,0,8.02,Low Risk
41.17,45.04,3.71,47.78,11.31,1,5.42,High Risk
76.91,87.2,8.78,90.85,25.29,0,8.58,Low Risk
38.63,52.03,1.81,37.51,14.78,4,6.02,High Risk
70.39,83.19,4.66,66.4,17.25,0,6.73,Medium Risk
63.69,77.6,5.98,59.56,18.23,0,6.75,Medium Risk
54.34,66.77,6.16,74.99,14.13,1,6.7,Medium Risk
77.26,94.74,7.7,100.0,24.44,0,7.98,Low Risk
79.12,85.86,7.22,92.51,27.59,1,7.86,Medium Risk
76.59,76.89,3.73,67.83,23.4,2,6.18,High Risk
87.79,80.85,7.1,99.62,19.62,0,9.07,Low Risk
71.64,90.98,6.69,95.48,28.51,0,9.16,Low Risk
85.2,84.43,8.66,100.0,28.48,0,8.3,Low Risk
41.12,45.69,0.77,46.64,18.47,2,5.98,High Risk
35.0,58.34,2.01,40.86,9.81,1,5.02,High Risk
87.51,81.34,4.13,87.4,29.42,0,7.26,Low Risk
96.5,81.53,7.09,89.81,25.1,1,7.48,Medium Risk
66.0,75.54,3.64,75.79,20.69,0,6.43,Medium Risk
70.55,95.09,7.06,91.04,21.14,0,9.14,Low Risk
38.52,46.0,4.41,54.63,12.99,0,5.3,Medium Risk
77.19,80.08,4.63,91.24,30.0,0,8.26,Low Risk
80.28,87.44,8.83,79.35,27.5,0,9.18,Low Risk
77.29,85.85,6.17,96.81,29.69,0,8.75,Low Risk
50.69,47.85,2.28,38.25,9.14,1,5.06,High Risk
69.42,84.59,2.8,79.96,19.6,0,6.21,Medium Risk
77.87,84.4,7.45,72.21,29.96,0,7.09,Low Risk
45.27,68.79,1.96,44.59,9.08,3,4.8,High Risk
82.38,100.0,7.57,100.0,27.77,0,8.61,Low Risk
65.57,88.96,6.96,100.0,25.31,0,9.21,Low Risk
76.47,82.18,2.87,76.05,15.46,0,6.29,Medium Risk
35.0,51.2,0.5,51.97,19.06,4,5.26,High Risk
83.18,79.76,8.98,81.0,27.26,0,8.98,Low Risk
93.13,96.46,6.66,100.0,26.64,0,8.7,Low Risk
64.16,79.74,5.78,61.62,16.71,1,8.69,Medium Risk
64.58,72.14,5.18,70.62,18.6,0,5.74,Medium Risk
91.23,95.3,7.53,87.19,21.51,0,7.65,Low Risk
79.26,94.2,7.69,100.0,24.48,0,8.88,Low Risk
93.01,87.8,7.42,76.04,29.79,0,8.73,Low Risk
60.98,72.89,5.97,81.8,21.59,0,6.25,Medium Risk
92.02,69.2,5.21,66.32,15.83,0,6.81,Medium Risk
50.47,52.26,1.68,47.07,15.02,0,4.73,High Risk
83.3,100.0,9.88,95.66,23.11,0,8.52,Low Risk
46.49,57.16,2.43,51.97,11.62,1,4.63,High Risk
54.32,59.35,2.25,40.28,15.28,1,6.46,High Risk
84.21,91.63,7.04,91.27,16.49,0,9.1,Low Risk
79.22,96.38,4.99,91.02,26.1,0,7.83,Low Risk
76.49,90.82,8.47,94.49,24.05,0,7.98,Low Risk
83.08,85.59,7.72,85.14,26.63,0,8.83,Low Risk
76.64,78.02,3.32,68.32,25.51,2,6.8,High Risk
69.52,100.0,6.47,100.0,24.94,0,8.89,Low Risk
98.42,89.6,8.07,96.32,24.29,0,8.14,Low Risk
61.49,74.32,1.66,49.63,15.05,1,6.26,High Risk
69.72,75.33,0.5,82.3,16.79,2,6.99,High Risk
75.11,98.27,7.45,87.22,21.3,0,8.91,Low Risk
66.36,71.78,5.25,75.73,17.57,1,6.67,Medium Risk
65.95,69.32,3.16,71.0,26.11,2,6.63,High Risk
70.98,82.83,10.53,100.0,23.66,0,8.25,Low Risk
52.39,63.86,1.21,41.18,11.49,2,5.08,High Risk
89.79,97.72,7.59,98.84,24.82,0,8.56,Low Risk
62.74,76.95,5.78,74.55,24.37,1,6.37,Medium Risk
57.24,74.72,2.17,71.34,18.49,0,7.42,Medium Risk
69.73,78.26,3.97,76.87,20.2,0,6.82,Medium Risk
44.39,63.3,1.36,42.99,16.09,4,5.64,High Risk
78.43,78.95,6.12,100.0,24.81,0,8.54,Low Risk
94.4,96.34,6.2,97.56,29.65,0,7.64,Low Risk
78.41,91.98,6.19,100.0,25.1,0,8.72,Low Risk
63.84,69.85,6.51,58.36,14.84,1,6.02,Medium Risk
69.58,79.82,3.63,81.92,18.12,0,6.63,Medium Risk
52.6,59.89,1.25,51.43,13.93,0,5.66,Medium Risk
81.65,93.94,7.39,78.34,24.93,0,8.92,Low Risk
77.31,84.55,4.67,94.06,30.0,0,8.2,Low Risk
86.94,95.41,7.72,84.07,23.86,0,8.88,Low Risk
100.0,82.15,7.06,93.14,23.94,0,8.61,Low Risk
59.95,78.79,4.28,63.2,20.08,0,6.67,Medium Risk
71.82,76.62,4.21,79.31,21.88,0,7.27,Low Risk
64.86,85.0,3.12,77.05,21.77,1,6.1,Medium Risk
50.65,78.72,5.82,53.45,21.69,0,7.58,Medium Risk
35.0,43.43,4.02,37.82,8.03,2,6.03,High Risk
75.0,86.17,7.28,91.94,22.04,0,7.6,Low Risk
70.72,73.61,4.66,65.53,24.14,0,6.55,Medium Risk
69.25,69.6,4.88,71.92,18.39,1,7.31,Medium Risk
71.36,71.72,6.22,79.52,20.41,0,7.17,Low Risk
40.97,50.24,2.86,38.77,16.33,1,5.47,High Risk
68.5,66.8,5.45,71.07,16.81,1,7.06,Medium Risk
84.18,88.19,8.61,92.45,27.91,0,9.32,Low Risk
40.62,46.64,1.96,48.15,5.59,1,5.39,High Risk
51.98,75.23,5.79,54.5,21.4,0,6.51,Medium Risk
86.99,90.23,7.37,99.27,22.26,0,7.81,Low Risk
56.69,66.24,5.43,73.57,19.51,1,7.2,Medium Risk
52.47,54.89,1.74,53.49,14.34,3,5.23,High Risk
45.34,62.51,0.56,47.61,16.94,0,5.48,Medium Risk
74.5,90.18,6.9,96.81,26.27,0,7.36,Low Risk
85.94,80.14,4.38,96.98,24.36,0,10.0,Low Risk
81.27,90.9,8.8,83.54,29.47,0,8.29,Low Risk
67.63,73.27,4.67,52.32,22.46,1,7.07,Medium Risk
59.15,70.24,3.99,68.35,16.38,0,6.23,Medium Risk
47.28,61.34,4.41,42.16,12.25,1,4.95,High Risk
62.13,72.96,1.13,80.27,15.83,3,7.05,High Risk
89.43,99.13,7.29,87.33,24.98,0,8.33,Low Risk
79.09,85.83,6.44,100.0,21.88,0,7.92,Low Risk
62.34,81.25,1.19,68.31,19.48,3,6.68,High Risk
77.6,81.27,2.9,70.62,21.14,1,5.87,Medium Risk
78.31,91.0,6.92,88.3,29.06,0,8.58,Low Risk
62.98,79.82,6.72,100.0,20.8,0,9.32,Low Risk
85.82,93.01,7.01,97.32,28.04,0,8.74,Low Risk
49.43,61.07,0.54,61.36,15.04,0,5.81,Medium Risk
45.05,49.23,3.42,46.78,6.9,0,5.44,High Risk
60.58,73.97,3.31,82.92,19.85,0,6.58,Medium Risk
65.73,87.11,3.63,64.33,23.91,1,6.78,Medium Risk
91.27,82.94,6.89,79.99,25.15,0,8.62,Low Risk
90.94,95.3,7.92,79.85,27.76,0,8.11,Low Risk
85.04,93.18,4.52,100.0,24.83,0,8.3,Low Risk
35.0,58.68,3.32,44.52,8.83,3,6.48,High Risk
81.89,63.94,2.91,67.09,17.9,1,6.09,High Risk
94.04,77.54,6.75,80.59,25.5,0,8.16,Low Risk
83.72,82.63,7.85,100.0,23.0,0,7.9,Low Risk
83.61,82.8,8.23,93.36,27.14,0,8.68,Low Risk
51.54,48.48,2.26,47.59,18.03,4,5.25,High Risk
70.06,89.56,6.68,82.17,26.41,0,8.1,Low Risk
82.26,79.19,7.04,100.0,27.3,0,8.07,Low Risk
91.63,89.63,7.93,86.49,27.08,0,8.92,Low Risk
71.33,78.53,8.12,90.07,27.14,0,7.92,Low Risk
68.52,73.27,4.05,53.77,19.99,0,6.54,Medium Risk
78.08,90.57,8.8,93.36,26.9,0,8.01,Low Risk
79.47,81.72,8.77,98.72,23.97,0,8.65,Low Risk
84.1,89.83,8.9,87.29,28.85,0,8.26,Low Risk
65.74,79.5,4.57,69.05,15.09,1,6.98,Medium Risk
39.66,56.19,2.55,41.55,14.3,3,6.38,High Risk
62.74,83.01,6.05,61.46,16.28,0,7.72,Medium Risk
86.46,79.44,5.64,89.44,27.92,0,9.06,Low Risk
80.92,97.75,4.7,100.0,27.69,0,8.09,Low Risk
57.91,75.18,3.26,60.09,21.2,0,5.75,Medium Risk
50.65,67.22,2.76,25.8,19.3,1,6.0,High Risk
79.19,85.96,10.28,91.88,22.83,0,8.14,Low Risk
52.19,82.82,1.34,70.22,16.98,0,7.82,Medium Risk
42.97,63.71,1.54,43.36,11.42,6,5.18,High Risk
76.91,86.64,7.9,92.93,19.51,0,8.03,Low Risk
69.45,73.47,2.73,66.37,23.51,1,6.83,Medium Risk
56.2,57.71,0.5,50.83,17.23,2,5.37,High Risk
75.45,85.98,4.82,100.0,29.86,0,8.22,Low Risk
62.59,66.87,1.76,71.68,18.87,0,7.13,Medium Risk
52.89,71.59,5.15,85.88,27.38,1,6.34,Medium Risk
84.81,80.25,8.0,91.5,24.85,0,7.68,Low Risk
46.32,41.71,1.52,41.5,13.67,0,4.62,High Risk
79.93,79.46,7.28,87.92,30.0,0,8.17,Low Risk
45.87,77.8,2.67,78.81,18.25,0,6.56,Medium Risk
64.72,71.87,3.41,60.79,18.14,2,6.32,High Risk
78.05,86.74,6.3,100.0,25.68,0,8.26,Low Risk
97.47,95.33,6.81,100.0,25.88,0,8.63,Low Risk
60.61,68.55,3.57,81.83,22.35,1,6.85,Medium Risk
55.75,83.63,8.01,89.07,15.03,0,5.42,Low Risk
92.06,89.38,6.68,77.19,30.0,0,8.16,Low Risk
88.47,89.43,8.81,100.0,24.57,0,8.24,Low Risk
70.81,65.73,2.75,71.81,17.96,1,6.22,High Risk
90.41,87.1,6.91,89.06,28.49,0,8.81,Low Risk
100.0,91.84,6.67,95.36,28.55,0,7.29,Low Risk
62.16,72.44,7.89,67.21,17.35,1,6.7,Medium Risk
68.56,62.14,5.48,78.03,15.66,1,7.42,Medium Risk
74.32,72.63,5.59,70.31,17.91,2,6.27,High Risk
73.76,100.0,7.78,100.0,22.24,1,7.86,Medium Risk
64.11,82.75,4.65,77.5,17.11,1,6.04,Medium Risk
84.03,85.39,9.93,80.87,28.03,0,8.22,Low Risk
88.18,91.32,9.5,99.62,27.5,0,9.07,Low Risk
88.02,72.48,3.76,83.31,30.0,0,9.27,Low Risk
85.52,78.46,6.51,95.83,26.06,0,9.71,Low Risk
84.8,84.04,6.74,78.04,26.21,0,7.91,Low Risk
91.61,89.7,8.29,90.28,25.41,0,8.45,Low Risk
84.12,93.8,8.16,100.0,24.11,0,9.32,Low Risk
67.7,62.76,3.81,68.59,15.37,1,6.57,High Risk
55.96,37.45,2.11,51.93,12.32,4,5.28,High Risk
78.18,84.87,8.59,93.47,28.24,0,9.33,Low Risk
43.82,53.07,0.88,31.43,15.98,1,5.65,High Risk
68.66,85.34,7.27,100.0,26.85,0,9.03,Low Risk
59.22,65.66,3.68,62.17,16.96,0,6.35,Medium Risk
88.27,86.94,8.76,100.0,29.17,0,9.27,Low Risk
76.66,89.5,10.1,86.28,25.88,0,8.28,Low Risk
41.59,55.47,2.68,41.38,15.24,5,5.74,High Risk
70.08,59.34,4.02,65.9,19.73,2,7.01,High Risk
66.03,82.27,3.31,53.45,16.65,0,7.08,Medium Risk
79.48,82.12,6.88,86.04,19.91,0,8.83,Low Risk
61.36,68.37,4.43,62.37,17.65,1,6.49,Medium Risk
58.41,73.53,4.15,52.81,21.07,0,7.44,Medium Risk
64.61,85.71,5.56,97.78,28.41,0,8.36,Low Risk
40.36,52.81,0.5,34.01,15.59,1,5.97,High Risk
69.65,76.19,5.47,85.62,30.0,0,7.81,Low Risk
83.62,90.43,8.22,92.69,22.15,0,8.22,Low Risk
69.11,63.3,6.53,59.73,17.84,0,5.58,Medium Risk
86.87,83.86,5.71,78.56,19.63,0,7.76,Low Risk
72.67,76.19,6.61,79.87,19.59,1,7.3,Medium Risk
76.12,88.88,6.31,88.19,21.9,0,7.87,Low Risk
72.03,88.87,8.94,100.0,24.12,0,8.21,Low Risk
70.5,64.67,3.68,78.26,22.63,1,6.13,Medium Risk
96.92,81.4,7.02,100.0,21.78,0,9.5,Low Risk
61.73,56.87,2.64,65.08,13.41,5,4.97,High Risk
83.72,90.11,5.75,100.0,28.26,0,8.38,Low Risk
90.56,95.76,8.26,100.0,29.51,0,8.85,Low Risk
64.98,73.1,2.6,58.67,15.98,0,6.56,Medium Risk
56.01,64.47,7.27,74.77,19.91,1,6.24,Medium Risk
51.94,62.29,2.43,34.06,12.26,2,6.08,High Risk
87.24,66.95,2.64,57.82,21.2,1,6.1,High Risk
67.67,79.6,0.5,65.51,22.59,0,7.14,Medium Risk
41.09,52.04,2.02,45.24,11.14,1,4.5,High Risk
100.0,89.38,7.05,86.15,27.59,0,8.36,Low Risk
64.29,68.75,3.17,69.43,14.91,2,6.98,High Risk
67.07,59.67,3.47,64.42,17.24,0,5.56,Medium Risk
41.0,56.62,0.5,46.18,15.15,3,5.59,High Risk
51.43,45.37,0.5,50.43,14.88,3,4.82,High Risk
76.39,87.31,6.59,88.46,23.84,0,9.19,Low Risk
79.31,83.02,7.2,85.17,26.1,0,7.84,Low Risk
83.48,93.29,10.47,100.0,22.02,0,8.36,Low Risk
79.28,87.42,8.77,90.43,22.79,0,9.33,Low Risk
48.96,38.42,3.78,47.58,11.93,3,4.82,High Risk
50.94,46.24,4.4,41.83,15.1,2,4.51,High Risk
43.73,36.09,2.52,39.95,9.11,3,5.46,High Risk
46.15,60.41,0.5,47.22,10.25,2,5.74,High Risk
83.09,88.86,5.55,94.1,23.73,0,8.88,Low Risk
36.2,51.44,1.75,37.29,14.48,3,5.78,High Risk
74.64,68.89,4.42,73.37,21.7,1,7.99,Medium Risk
84.2,82.7,7.05,97.48,30.0,0,7.72,Low Risk
84.39,84.14,6.47,90.82,22.9,0,8.3,Low Risk
58.68,83.09,5.24,67.45,22.57,1,7.22,Medium Risk
56.01,69.28,4.77,92.14,21.34,0,6.48,Medium Risk
75.42,76.29,6.01,92.92,24.7,0,8.49,Low Risk
75.04,53.8,6.08,74.11,20.89,0,6.75,Medium Risk
64.12,76.02,3.92,63.05,24.0,1,6.42,Medium Risk
59.6,51.63,0.5,38.46,10.69,5,4.83,High Risk
95.64,77.57,8.71,91.04,24.64,0,7.76,Low Risk
77.64,77.65,5.57,79.52,18.76,0,6.36,Medium Risk
94.77,91.79,5.61,100.0,27.25,0,7.81,Low Risk
35.0,53.6,0.5,43.32,16.83,2,4.0,High Risk
70.72,59.56,3.85,76.37,21.33,1,7.27,Medium Risk
51.35,58.26,0.5,47.7,8.03,3,5.72,High Risk
52.74,65.92,2.3,56.73,15.89,1,6.18,High Risk
68.0,72.31,3.59,66.71,17.49,0,6.41,Medium Risk
51.05,54.5,2.12,46.82,9.76,2,5.68,High Risk
81.11,100.0,7.92,86.01,28.62,0,8.66,Low Risk
83.71,86.58,8.49,100.0,23.76,0,7.88,Low Risk
50.72,53.52,0.5,49.75,11.88,1,6.13,High Risk
97.29,100.0,6.81,86.58,27.41,0,8.48,Low Risk
100.0,91.77,7.64,79.34,25.9,0,9.23,Low Risk
45.12,52.27,3.4,50.86,13.64,1,4.67,High Risk
66.69,91.03,7.01,100.0,24.44,0,8.76,Low Risk
48.88,51.81,4.45,35.62,13.61,6,5.83,High Risk
67.27,83.13,4.19,66.42,14.85,0,6.18,Medium Risk
71.5,91.61,6.71,99.15,22.24,0,8.54,Low Risk
91.56,76.71,9.4,95.4,30.0,0,8.69,Low Risk
81.4,76.4,6.09,86.15,27.83,0,8.06,Low Risk
68.6,74.09,4.04,85.98,14.56,2,7.25,High Risk
56.39,73.0,4.7,65.88,22.14,0,6.51,Medium Risk
81.71,90.28,4.33,90.12,27.6,0,9.14,Low Risk
44.75,43.84,0.58,49.06,9.46,2,4.89,High Risk
56.86,59.19,0.6,42.41,12.62,2,5.02,High Risk
88.53,91.83,6.67,87.83,28.31,1,8.79,Medium Risk
49.08,54.65,0.5,42.22,12.28,1,6.0,High Risk
76.79,78.5,6.05,100.0,28.83,0,9.0,Low Risk
68.2,54.56,2.56,26.68,11.37,2,5.15,High Risk
79.16,70.54,6.07,88.37,20.44,0,6.06,Medium Risk
61.98,71.61,6.22,63.4,16.78,2,6.73,High Risk
68.44,72.95,5.69,67.94,18.86,1,6.45,Medium Risk
59.1,73.34,4.24,80.6,13.98,1,6.62,Medium Risk
43.43,63.15,4.64,58.36,11.59,1,5.02,High Risk
66.36,72.48,4.15,68.46,16.32,0,6.64,Medium Risk
63.37,56.02,2.07,63.0,14.55,3,4.92,High Risk
93.47,73.08,9.05,92.37,27.79,0,8.87,Low Risk
50.53,44.43,4.05,47.53,15.43,4,5.17,High Risk
90.96,89.52,8.24,93.35,27.09,0,8.39,Low Risk
63.45,81.42,6.41,69.8,21.12,0,6.62,Low Risk
59.53,68.68,5.31,72.7,18.57,2,7.04,High Risk
83.6,84.81,5.62,97.51,27.19,0,9.7,Low Risk
50.03,53.63,0.5,43.79,10.85,1,4.79,High Risk
75.09,79.81,6.55,83.52,24.36,0,8.78,Low Risk
51.45,76.5,5.71,64.87,17.93,0,7.12,Medium Risk
88.35,96.21,6.94,98.95,17.45,0,8.48,Low Risk
43.0,61.05,1.67,52.47,15.78,6,5.43,High Risk
42.53,54.22,3.66,57.81,12.6,0,4.99,Medium Risk
88.0,87.57,6.7,100.0,23.37,0,8.69,Low Risk
81.02,69.71,3.74,73.24,20.62,1,6.41,Medium Risk
73.97,77.59,6.55,69.39,22.58,1,7.03,Medium Risk
48.13,67.66,1.19,33.97,14.3,2,6.03,High Risk
81.31,87.78,9.52,100.0,28.02,0,9.08,Low Risk
54.0,74.34,2.8,74.4,17.36,1,6.78,Medium Risk
55.62,65.84,4.81,64.72,12.22,0,7.62,Medium Risk
78.57,93.49,7.02,84.97,25.22,0,7.39,Low Risk
47.91,54.19,2.77,39.06,14.0,4,5.38,High Risk
68.57,76.81,4.65,72.75,19.49,0,7.55,Medium Risk
89.52,90.81,6.9,94.02,26.04,0,8.43,Low Risk
87.95,90.77,7.89,87.05,23.99,1,8.12,Medium Risk
83.73,93.74,8.18,87.35,25.41,1,8.65,Medium Risk
35.0,47.91,1.56,53.11,11.16,2,4.73,High Risk
88.45,90.51,7.18,86.65,22.16,0,7.99,Low Risk
36.21,62.07,2.53,34.41,14.89,1,5.51,High Risk
71.48,74.22,3.11,70.49,19.38,1,6.81,Medium Risk
59.05,42.6,2.71,74.71,19.24,4,5.58,High Risk
86.65,85.84,8.96,87.69,25.44,0,8.0,Low Risk
58.97,72.86,7.12,65.68,18.91,1,6.94,Medium Risk
63.55,60.69,2.08,47.59,12.2,1,6.15,High Risk
73.17,50.69,6.35,60.55,16.08,0,7.07,Medium Risk
81.38,96.83,6.99,100.0,24.57,0,7.15,Low Risk
86.72,85.29,6.53,83.8,26.28,0,8.9,Low Risk
64.89,71.54,2.54,67.3,16.71,0,7.27,Medium Risk
72.47,96.9,8.74,84.59,25.24,0,9.07,Low Risk
54.41,48.92,0.64,39.49,8.65,2,5.65,High Risk
70.92,99.61,8.95,91.0,25.13,0,8.45,Low Risk
62.23,67.69,5.47,52.78,24.33,0,6.63,Medium Risk
54.15,54.25,0.59,26.18,18.55,3,6.62,High Risk
80.34,89.42,7.78,100.0,27.82,0,8.03,Low Risk
98.51,94.52,6.51,88.11,25.51,0,8.08,Low Risk
49.72,41.89,1.34,31.46,10.89,0,5.06,High Risk
86.55,82.73,9.51,75.12,26.35,0,8.31,Low Risk
42.65,54.66,0.5,44.64,17.6,3,5.81,High Risk
62.79,78.48,3.08,67.92,18.86,1,6.24,Medium Risk
73.76,67.12,1.99,65.15,16.81,0,6.19,Medium Risk
90.4,83.99,7.77,96.8,22.24,0,7.52,Low Risk
76.02,86.04,9.05,100.0,26.73,0,7.86,Low Risk
86.82,97.25,6.19,87.13,25.79,0,9.3,Low Risk
42.66,59.62,0.5,49.24,15.96,0,5.14,High Risk
55.27,63.43,3.19,51.3,16.48,1,6.29,High Risk
83.87,85.89,8.87,85.5,25.06,1,9.05,Medium Risk
63.5,43.87,0.59,32.76,12.36,3,5.13,High Risk
82.17,70.35,1.88,52.16,14.5,1,5.55,High Risk
82.55,90.37,6.76,80.74,26.07,0,8.45,Low Risk
40.77,53.5,3.19,52.33,7.29,1,4.43,High Risk
61.16,67.25,1.39,59.58,13.06,1,5.36,High Risk
75.75,89.43,6.71,97.57,29.39,0,8.28,Low Risk
46.37,52.78,3.08,49.7,17.25,3,6.53,High Risk
45.27,46.63,1.9,53.31,14.35,1,4.45,High Risk
89.04,92.36,6.29,100.0,24.11,1,7.82,Medium Risk
70.92,82.97,3.59,75.55,20.28,0,5.87,Medium Risk
43.7,44.49,1.22,36.88,16.98,1,4.94,High Risk
83.58,93.35,6.67,93.51,28.84,0,7.67,Low Risk
57.48,66.86,2.78,80.99,16.88,1,8.17,Medium Risk
87.85,96.28,6.46,100.0,22.57,0,8.27,Low Risk
52.3,69.25,3.89,75.61,24.42,0,7.23,Medium Risk
69.31,78.68,8.26,82.07,19.54,0,8.03,Low Risk
76.96,88.93,3.77,52.25,19.86,0,5.47,Medium Risk
56.31,74.97,4.95,63.0,22.63,1,6.22,Medium Risk
86.23,85.6,6.74,84.38,24.25,0,9.59,Low Risk
98.38,86.03,8.46,86.86,27.72,0,7.9,Low Risk
84.32,90.98,9.65,97.24,24.65,0,8.81,Low Risk
64.85,71.66,3.41,77.35,17.57,1,6.62,Medium Risk
51.26,67.09,1.83,65.77,19.58,1,6.95,High Risk
80.87,86.78,7.48,99.77,23.61,0,8.48,Low Risk
51.23,48.62,2.77,47.2,19.89,4,5.74,High Risk
100.0,96.53,6.97,92.99,24.75,0,9.07,Low Risk
96.58,79.74,7.88,90.03,29.68,0,8.61,Low Risk
82.57,88.02,7.62,90.55,23.87,0,9.37,Low Risk
52.43,43.44,3.66,62.51,10.57,0,4.4,High Risk
63.76,91.91,7.06,94.17,22.55,0,8.53,Low Risk
90.37,79.79,9.07,95.09,24.87,0,8.28,Low Risk
67.99,63.9,5.04,70.97,22.27,1,7.15,Medium Risk
87.68,82.73,6.48,100.0,26.41,0,8.52,Low Risk
72.64,66.27,2.4,61.96,15.69,0,6.48,Medium Risk
81.72,90.69,8.46,86.35,26.22,0,8.37,Low Risk
91.99,98.65,6.85,95.63,25.93,0,9.23,Low Risk
66.12,61.92,4.56,77.97,24.35,0,7.09,Medium Risk
48.33,53.92,2.34,48.78,8.19,0,4.68,High Risk
41.87,46.0,0.5,36.69,13.28,3,5.22,High Risk
46.23,58.85,0.5,40.09,15.56,4,4.48,High Risk
40.25,50.46,1.53,47.84,16.0,1,5.34,High Risk
60.82,72.93,3.1,61.78,18.95,0,5.59,Medium Risk
38.2,67.67,2.2,44.83,12.65,1,5.0,High Risk
70.51,66.51,3.85,84.3,20.5,0,6.16,Medium Risk
77.22,86.47,6.52,82.19,23.65,0,9.59,Low Risk
46.17,48.69,2.25,42.15,16.48,3,4.81,High Risk
69.05,97.16,8.12,83.99,27.88,0,8.46,Low Risk
52.82,66.46,1.27,86.67,18.11,0,6.99,Medium Risk
91.58,83.46,8.52,67.04,28.4,0,9.17,Low Risk
78.65,94.13,7.41,82.47,18.51,0,8.82,Low Risk
79.35,95.07,6.71,86.86,23.23,0,8.67,Low Risk
88.48,92.27,9.12,99.51,27.38,0,8.73,Low Risk
71.96,73.35,8.13,91.4,30.0,0,8.44,Low Risk
42.4,54.04,1.73,21.94,10.56,1,4.97,High Risk
63.42,59.82,5.95,74.51,19.03,1,7.34,Medium Risk
48.47,59.14,1.4,51.47,12.52,3,6.1,High Risk
